,Year,Province,Products,VALUE
4642,2017,Canada,Total transportation,8168.3
4643,2017,Canada,Passenger air transport,5536.1
4644,2017,Canada,Passenger rail transport,78.9
4645,2017,Canada,Passenger water transport,268.0
4646,2017,Canada,"Interurban, charter and tour bus transport",490.6
4647,2017,Canada,Taxis,143.5
4648,2017,Canada,Vehicle rental,627.3
4649,2017,Canada,Vehicle repairs and parts,410.1
4650,2017,Canada,Vehicle fuel,613.8
4651,2017,Canada,Total accommodation,6402.5
4652,2017,Canada,Hotels,5314.6
4653,2017,Canada,Motels,262.2
4654,2017,Canada,Camping,215.6
4655,2017,Canada,Other accommodation,610.1
4656,2017,Canada,Total food and beverage services,3895.5
4657,2017,Canada,Meals from accommodation,138.2
4658,2017,Canada,Meals from restaurants,3071.8
4659,2017,Canada,Alcoholic beverages from accommodation,68.7
4660,2017,Canada,Alcoholic beverages from restaurants,495.4
4661,2017,Canada,Meals and alcoholic beverages from other tourism industries,121.4
4662,2017,Canada,Total other tourism products,3011.4
4663,2017,Canada,Recreation and entertainment,2081.2
4664,2017,Canada,Travel services,593.8
4665,2017,Canada,Convention fees,336.4
4666,2017,Canada,Pre-trip expenses,0.0
4667,2017,Canada,Total other products,4465.4
4668,2017,Canada,Groceries,1369.2
4669,2017,Canada,"Beer, wine, and liquor from stores",292.2
4670,2017,Canada,Urban transit and parking,19.9
4671,2017,Canada,Miscellaneous products,2784.1
4672,2017,Canada,Total tourism expenditures,67791.4
4673,2017,Canada,Total tourism products,59631.4
4674,2017,Canada,Total transportation,23552.0
4675,2017,Canada,Passenger air transport,
4676,2017,Canada,Passenger rail transport,
4677,2017,Canada,Passenger water transport,
4678,2017,Canada,"Interurban, charter and tour bus transport",
4679,2017,Canada,Taxis,
4680,2017,Canada,Vehicle rental,
4681,2017,Canada,Vehicle repairs and parts,
4682,2017,Canada,Vehicle fuel,
4683,2017,Canada,Total accommodation,17915.0
4684,2017,Canada,Hotels,
4685,2017,Canada,Motels,
4686,2017,Canada,Camping,
4687,2017,Canada,Other accommodation,
4688,2017,Canada,Total food and beverage services,11527.7
4689,2017,Canada,Meals from accommodation,
4690,2017,Canada,Meals from restaurants,
4691,2017,Canada,Alcoholic beverages from accommodation,
4692,2017,Canada,Alcoholic beverages from restaurants,
4693,2017,Canada,Meals and alcoholic beverages from other tourism industries,
4694,2017,Canada,Total other tourism products,6636.7
4695,2017,Canada,Recreation and entertainment,
4696,2017,Canada,Travel services,
4697,2017,Canada,Convention fees,
4698,2017,Canada,Pre-trip expenses,
4699,2017,Canada,Total other products,8159.9
4700,2017,Canada,Groceries,
4701,2017,Canada,"Beer, wine, and liquor from stores",
4702,2017,Canada,Urban transit and parking,
4703,2017,Canada,Miscellaneous products,
4704,2017,Canada,Total tourism expenditures,16592.3
4705,2017,Canada,Total tourism products,14607.1
4706,2017,Canada,Total transportation,6132.2
4707,2017,Canada,Passenger air transport,3998.1
4708,2017,Canada,Passenger rail transport,54.1
4709,2017,Canada,Passenger water transport,35.6
4710,2017,Canada,"Interurban, charter and tour bus transport",66.3
4711,2017,Canada,Taxis,102.2
4712,2017,Canada,Vehicle rental,498.9
4713,2017,Canada,Vehicle repairs and parts,564.6
4714,2017,Canada,Vehicle fuel,812.4
4715,2017,Canada,Total accommodation,3163.3
4716,2017,Canada,Hotels,2701.2
4717,2017,Canada,Motels,146.9
4718,2017,Canada,Camping,174.2
4719,2017,Canada,Other accommodation,141.0
4720,2017,Canada,Total food and beverage services,2744.2
4721,2017,Canada,Meals from accommodation,110.0
4722,2017,Canada,Meals from restaurants,2150.4
4723,2017,Canada,Alcoholic beverages from accommodation,56.7
4724,2017,Canada,Alcoholic beverages from restaurants,338.8
4725,2017,Canada,Meals and alcoholic beverages from other tourism industries,88.3
4726,2017,Canada,Total other tourism products,2567.4
4727,2017,Canada,Recreation and entertainment,904.9
4728,2017,Canada,Travel services,1568.6
4729,2017,Canada,Convention fees,93.9
4730,2017,Canada,Pre-trip expenses,0.0
4731,2017,Canada,Total other products,1985.2
4732,2017,Canada,Groceries,832.3
4733,2017,Canada,"Beer, wine, and liquor from stores",181.8
4734,2017,Canada,Urban transit and parking,50.9
4735,2017,Canada,Miscellaneous products,920.2
4736,2017,Canada,Total tourism expenditures,51199.0
4737,2017,Canada,Total tourism products,45024.3
4738,2017,Canada,Total transportation,17419.8
4739,2017,Canada,Passenger air transport,
4740,2017,Canada,Passenger rail transport,
4741,2017,Canada,Passenger water transport,
4742,2017,Canada,"Interurban, charter and tour bus transport",
4743,2017,Canada,Taxis,
4744,2017,Canada,Vehicle rental,
4745,2017,Canada,Vehicle repairs and parts,
4746,2017,Canada,Vehicle fuel,
4747,2017,Canada,Total accommodation,14751.7
4748,2017,Canada,Hotels,
4749,2017,Canada,Motels,
4750,2017,Canada,Camping,
4751,2017,Canada,Other accommodation,
4752,2017,Canada,Total food and beverage services,8783.6
4753,2017,Canada,Meals from accommodation,
4754,2017,Canada,Meals from restaurants,
4755,2017,Canada,Alcoholic beverages from accommodation,
4756,2017,Canada,Alcoholic beverages from restaurants,
4757,2017,Canada,Meals and alcoholic beverages from other tourism industries,
4758,2017,Canada,Total other tourism products,4069.2
4759,2017,Canada,Recreation and entertainment,
4760,2017,Canada,Travel services,
4761,2017,Canada,Convention fees,
4762,2017,Canada,Pre-trip expenses,
4763,2017,Canada,Total other products,6174.7
4764,2017,Canada,Groceries,
4765,2017,Canada,"Beer, wine, and liquor from stores",
4766,2017,Canada,Urban transit and parking,
4767,2017,Canada,Miscellaneous products,
4768,2017,Canada,Total tourism expenditures,2.5
4769,2017,Canada,Total tourism products,34.8
4770,2017,Canada,Total transportation,35.1
4771,2017,Canada,Passenger air transport,88.4
4772,2017,Canada,Passenger rail transport,93.4
4773,2017,Canada,Passenger water transport,59.6
4774,2017,Canada,"Interurban, charter and tour bus transport",36.0
4775,2017,Canada,Taxis,16.6
4776,2017,Canada,Vehicle rental,38.1
4777,2017,Canada,Vehicle repairs and parts,17.5
4778,2017,Canada,Vehicle fuel,17.4
4779,2017,Canada,Total accommodation,90.5
4780,2017,Canada,Hotels,90.1
4781,2017,Canada,Motels,82.3
4782,2017,Canada,Camping,94.2
4783,2017,Canada,Other accommodation,96.9
4784,2017,Canada,Total food and beverage services,18.9
4785,2017,Canada,Meals from accommodation,19.2
4786,2017,Canada,Meals from restaurants,18.9
4787,2017,Canada,Alcoholic beverages from accommodation,18.8
4788,2017,Canada,Alcoholic beverages from restaurants,19.2
4789,2017,Canada,Meals and alcoholic beverages from other tourism industries,18.8
4790,2017,Canada,Total other tourism products,43.6
4791,2017,Canada,Recreation and entertainment,22.3
4792,2017,Canada,Travel services,98.0
4793,2017,Canada,Convention fees,91.7
4794,2017,Canada,Pre-trip expenses,100.0
4795,2017,Canada,Total other products,0.4
4796,2017,Canada,Groceries,4.9
4797,2017,Canada,"Beer, wine, and liquor from stores",4.9
4798,2017,Canada,Urban transit and parking,4.9
4799,2017,Canada,Miscellaneous products,0.2
4800,2017,Newfoundland and Labrador,Total tourism expenditures,56243.8
4801,2017,Newfoundland and Labrador,Total tourism products,3208.0
4802,2017,Newfoundland and Labrador,Total transportation,1694.2
4803,2017,Newfoundland and Labrador,Passenger air transport,295.9
4804,2017,Newfoundland and Labrador,Passenger rail transport,0.1
4805,2017,Newfoundland and Labrador,Passenger water transport,53.2
4806,2017,Newfoundland and Labrador,"Interurban, charter and tour bus transport",27.1
4807,2017,Newfoundland and Labrador,Taxis,40.4
4808,2017,Newfoundland and Labrador,Vehicle rental,73.5
4809,2017,Newfoundland and Labrador,Vehicle repairs and parts,417.2
4810,2017,Newfoundland and Labrador,Vehicle fuel,786.8
4811,2017,Newfoundland and Labrador,Total accommodation,213.4
4812,2017,Newfoundland and Labrador,Hotels,159.1
4813,2017,Newfoundland and Labrador,Motels,16.1
4814,2017,Newfoundland and Labrador,Camping,6.4
4815,2017,Newfoundland and Labrador,Other accommodation,31.8
4816,2017,Newfoundland and Labrador,Total food and beverage services,998.6
4817,2017,Newfoundland and Labrador,Meals from accommodation,59.7
4818,2017,Newfoundland and Labrador,Meals from restaurants,751.5
4819,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,15.5
4820,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,147.6
4821,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,24.3
4822,2017,Newfoundland and Labrador,Total other tourism products,301.8
4823,2017,Newfoundland and Labrador,Recreation and entertainment,200.8
4824,2017,Newfoundland and Labrador,Travel services,26.7
4825,2017,Newfoundland and Labrador,Convention fees,6.2
4826,2017,Newfoundland and Labrador,Pre-trip expenses,68.1
4827,2017,Newfoundland and Labrador,Total other products,53035.8
4828,2017,Newfoundland and Labrador,Groceries,1645.5
4829,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",450.7
4830,2017,Newfoundland and Labrador,Urban transit and parking,7.6
4831,2017,Newfoundland and Labrador,Miscellaneous products,50932.0
4832,2017,Newfoundland and Labrador,Total tourism expenditures,1354.1
4833,2017,Newfoundland and Labrador,Total tourism products,1080.0
4834,2017,Newfoundland and Labrador,Total transportation,529.0
4835,2017,Newfoundland and Labrador,Passenger air transport,271.0
4836,2017,Newfoundland and Labrador,Passenger rail transport,0.0
4837,2017,Newfoundland and Labrador,Passenger water transport,12.7
4838,2017,Newfoundland and Labrador,"Interurban, charter and tour bus transport",6.9
4839,2017,Newfoundland and Labrador,Taxis,7.6
4840,2017,Newfoundland and Labrador,Vehicle rental,45.1
4841,2017,Newfoundland and Labrador,Vehicle repairs and parts,63.8
4842,2017,Newfoundland and Labrador,Vehicle fuel,121.9
4843,2017,Newfoundland and Labrador,Total accommodation,174.7
4844,2017,Newfoundland and Labrador,Hotels,124.8
4845,2017,Newfoundland and Labrador,Motels,13.0
4846,2017,Newfoundland and Labrador,Camping,6.0
4847,2017,Newfoundland and Labrador,Other accommodation,30.9
4848,2017,Newfoundland and Labrador,Total food and beverage services,216.4
4849,2017,Newfoundland and Labrador,Meals from accommodation,12.7
4850,2017,Newfoundland and Labrador,Meals from restaurants,159.5
4851,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,3.7
4852,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,35.2
4853,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,5.3
4854,2017,Newfoundland and Labrador,Total other tourism products,159.9
4855,2017,Newfoundland and Labrador,Recreation and entertainment,60.7
4856,2017,Newfoundland and Labrador,Travel services,26.2
4857,2017,Newfoundland and Labrador,Convention fees,4.9
4858,2017,Newfoundland and Labrador,Pre-trip expenses,68.1
4859,2017,Newfoundland and Labrador,Total other products,274.1
4860,2017,Newfoundland and Labrador,Groceries,101.7
4861,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",28.7
4862,2017,Newfoundland and Labrador,Urban transit and parking,1.0
4863,2017,Newfoundland and Labrador,Miscellaneous products,142.7
4864,2017,Newfoundland and Labrador,Total tourism expenditures,687.4
4865,2017,Newfoundland and Labrador,Total tourism products,510.4
4866,2017,Newfoundland and Labrador,Total transportation,273.8
4867,2017,Newfoundland and Labrador,Passenger air transport,113.7
4868,2017,Newfoundland and Labrador,Passenger rail transport,0.0
4869,2017,Newfoundland and Labrador,Passenger water transport,4.9
4870,2017,Newfoundland and Labrador,"Interurban, charter and tour bus transport",4.1
4871,2017,Newfoundland and Labrador,Taxis,2.8
4872,2017,Newfoundland and Labrador,Vehicle rental,3.1
4873,2017,Newfoundland and Labrador,Vehicle repairs and parts,50.1
4874,2017,Newfoundland and Labrador,Vehicle fuel,95.1
4875,2017,Newfoundland and Labrador,Total accommodation,42.8
4876,2017,Newfoundland and Labrador,Hotels,30.0
4877,2017,Newfoundland and Labrador,Motels,4.7
4878,2017,Newfoundland and Labrador,Camping,3.5
4879,2017,Newfoundland and Labrador,Other accommodation,4.6
4880,2017,Newfoundland and Labrador,Total food and beverage services,95.4
4881,2017,Newfoundland and Labrador,Meals from accommodation,5.6
4882,2017,Newfoundland and Labrador,Meals from restaurants,70.0
4883,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,1.7
4884,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,15.7
4885,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,2.4
4886,2017,Newfoundland and Labrador,Total other tourism products,98.4
4887,2017,Newfoundland and Labrador,Recreation and entertainment,17.9
4888,2017,Newfoundland and Labrador,Travel services,8.9
4889,2017,Newfoundland and Labrador,Convention fees,3.5
4890,2017,Newfoundland and Labrador,Pre-trip expenses,68.1
4891,2017,Newfoundland and Labrador,Total other products,177.0
4892,2017,Newfoundland and Labrador,Groceries,58.2
4893,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",16.4
4894,2017,Newfoundland and Labrador,Urban transit and parking,0.7
4895,2017,Newfoundland and Labrador,Miscellaneous products,101.7
4896,2017,Newfoundland and Labrador,Total tourism expenditures,667.0
4897,2017,Newfoundland and Labrador,Total tourism products,569.9
4898,2017,Newfoundland and Labrador,Total transportation,255.1
4899,2017,Newfoundland and Labrador,Passenger air transport,157.3
4900,2017,Newfoundland and Labrador,Passenger rail transport,0.0
4901,2017,Newfoundland and Labrador,Passenger water transport,7.7
4902,2017,Newfoundland and Labrador,"Interurban, charter and tour bus transport",2.8
4903,2017,Newfoundland and Labrador,Taxis,4.8
4904,2017,Newfoundland and Labrador,Vehicle rental,42.0
4905,2017,Newfoundland and Labrador,Vehicle repairs and parts,13.7
4906,2017,Newfoundland and Labrador,Vehicle fuel,26.8
4907,2017,Newfoundland and Labrador,Total accommodation,132.0
4908,2017,Newfoundland and Labrador,Hotels,94.8
4909,2017,Newfoundland and Labrador,Motels,8.3
4910,2017,Newfoundland and Labrador,Camping,2.6
4911,2017,Newfoundland and Labrador,Other accommodation,26.3
4912,2017,Newfoundland and Labrador,Total food and beverage services,121.3
4913,2017,Newfoundland and Labrador,Meals from accommodation,7.2
4914,2017,Newfoundland and Labrador,Meals from restaurants,89.5
4915,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,2.1
4916,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,19.5
4917,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,3.0
4918,2017,Newfoundland and Labrador,Total other tourism products,61.5
4919,2017,Newfoundland and Labrador,Recreation and entertainment,42.8
4920,2017,Newfoundland and Labrador,Travel services,17.3
4921,2017,Newfoundland and Labrador,Convention fees,1.4
4922,2017,Newfoundland and Labrador,Pre-trip expenses,0.0
4923,2017,Newfoundland and Labrador,Total other products,97.1
4924,2017,Newfoundland and Labrador,Groceries,43.5
4925,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",12.3
4926,2017,Newfoundland and Labrador,Urban transit and parking,0.3
4927,2017,Newfoundland and Labrador,Miscellaneous products,41.0
4928,2017,Newfoundland and Labrador,Total tourism expenditures,510.3
4929,2017,Newfoundland and Labrador,Total tourism products,443.5
4930,2017,Newfoundland and Labrador,Total transportation,217.4
4931,2017,Newfoundland and Labrador,Passenger air transport,134.6
4932,2017,Newfoundland and Labrador,Passenger rail transport,0.0
4933,2017,Newfoundland and Labrador,Passenger water transport,5.3
4934,2017,Newfoundland and Labrador,"Interurban, charter and tour bus transport",2.3
4935,2017,Newfoundland and Labrador,Taxis,4.5
4936,2017,Newfoundland and Labrador,Vehicle rental,37.2
4937,2017,Newfoundland and Labrador,Vehicle repairs and parts,11.3
4938,2017,Newfoundland and Labrador,Vehicle fuel,22.2
4939,2017,Newfoundland and Labrador,Total accommodation,82.5
4940,2017,Newfoundland and Labrador,Hotels,62.7
4941,2017,Newfoundland and Labrador,Motels,3.4
4942,2017,Newfoundland and Labrador,Camping,0.8
4943,2017,Newfoundland and Labrador,Other accommodation,15.6
4944,2017,Newfoundland and Labrador,Total food and beverage services,93.4
4945,2017,Newfoundland and Labrador,Meals from accommodation,5.5
4946,2017,Newfoundland and Labrador,Meals from restaurants,68.6
4947,2017,Newfoundland and Labrador,Alcoholic beverages from accommodation,1.6
4948,2017,Newfoundland and Labrador,Alcoholic beverages from restaurants,15.4
4949,2017,Newfoundland and Labrador,Meals and alcoholic beverages from other tourism industries,2.3
4950,2017,Newfoundland and Labrador,Total other tourism products,50.2
4951,2017,Newfoundland and Labrador,Recreation and entertainment,34.2
4952,2017,Newfoundland and Labrador,Travel services,15.1
4953,2017,Newfoundland and Labrador,Convention fees,0.9
4954,2017,Newfoundland and Labrador,Pre-trip expenses,0.0
4955,2017,Newfoundland and Labrador,Total other products,66.8
4956,2017,Newfoundland and Labrador,Groceries,30.5
4957,2017,Newfoundland and Labrador,"Beer, wine, and liquor from stores",8.6
4958,2017,Newfoundland and Labrador,Urban transit and parking,0.3
4959,2017,Newfoundland and Labrador,Miscellaneous products,27.4
4960,2017,Newfoundland and Labrador,Total tourism expenditures,156.8
4961,2017,Newfoundland and Labrador,Total tourism products,126.4
